                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    139,                 1.5839,                 1.5803,                 1.6156,                0.59949,                0.55529,                0.58593,                0.30975,                 1.7722,                 1.6267,                 1.7156,              0.0005479,              0.0005479,              0.0005479
                    140,                 1.5822,                 1.5979,                 1.6265,                0.60403,                0.54856,                 0.5788,                0.31137,                 1.7803,                 1.6352,                 1.7337,              0.0005446,              0.0005446,              0.0005446
                    141,                 1.5754,                 1.5595,                 1.5992,                0.60195,                0.57448,                0.58373,                0.31167,                 1.7643,                 1.6108,                 1.7174,              0.0005413,              0.0005413,              0.0005413
                    142,                 1.5802,                 1.5647,                 1.6124,                 0.5933,                0.56009,                 0.5841,                  0.312,                 1.7818,                  1.606,                 1.7264,               0.000538,               0.000538,               0.000538
                    143,                 1.5798,                 1.5511,                 1.6121,                0.64034,                0.54516,                0.58816,                0.32006,                 1.7532,                 1.5881,                 1.7072,              0.0005347,              0.0005347,              0.0005347
                    144,                 1.5737,                 1.5666,                 1.6142,                0.61481,                0.56439,                0.59448,                0.32002,                 1.7935,                 1.5914,                 1.7332,              0.0005314,              0.0005314,              0.0005314
                    145,                 1.5837,                 1.5622,                 1.6119,                0.63039,                0.55622,                0.59523,                0.32423,                  1.771,                  1.599,                 1.7234,              0.0005281,              0.0005281,              0.0005281
                    146,                 1.5918,                 1.5792,                 1.6215,                0.62131,                0.55486,                0.59973,                0.32344,                 1.7634,                 1.5938,                 1.7217,              0.0005248,              0.0005248,              0.0005248
                    147,                 1.5654,                 1.5435,                 1.5906,                0.63108,                0.54937,                0.59115,                0.32401,                 1.7649,                 1.5957,                 1.7209,              0.0005215,              0.0005215,              0.0005215
                    148,                 1.5617,                  1.565,                 1.6125,                0.60126,                0.55231,                0.58408,                0.31516,                 1.7712,                 1.5861,                  1.727,              0.0005182,              0.0005182,              0.0005182
                    149,                 1.5805,                 1.5647,                 1.6096,                0.61226,                0.55156,                0.59973,                0.32806,                 1.7602,                 1.5815,                 1.7167,              0.0005149,              0.0005149,              0.0005149
                    150,                 1.5666,                 1.5474,                 1.5984,                0.61663,                0.56773,                0.60914,                0.32796,                 1.7611,                 1.5748,                 1.7075,              0.0005116,              0.0005116,              0.0005116
                    151,                  1.578,                 1.5817,                 1.6121,                0.60369,                0.57083,                0.60269,                 0.3271,                 1.7518,                  1.577,                 1.7176,              0.0005083,              0.0005083,              0.0005083
                    152,                 1.5621,                 1.5489,                 1.5946,                0.63788,                 0.5716,                0.60171,                0.32616,                  1.768,                 1.5719,                 1.7184,               0.000505,               0.000505,               0.000505
                    153,                 1.5375,                 1.5031,                 1.5797,                0.60641,                0.56289,                0.60226,                0.33159,                 1.7573,                 1.5687,                  1.725,              0.0005017,              0.0005017,              0.0005017
                    154,                 1.5581,                 1.5365,                 1.5991,                0.61802,                0.56528,                0.60287,                 0.3346,                 1.7387,                 1.5451,                 1.7082,              0.0004984,              0.0004984,              0.0004984
                    155,                 1.5591,                 1.5258,                 1.5892,                0.63279,                0.55389,                0.59991,                0.33039,                  1.734,                 1.5687,                 1.6913,              0.0004951,              0.0004951,              0.0004951
                    156,                 1.5408,                 1.5326,                 1.5885,                0.60023,                0.58966,                0.60605,                0.33209,                 1.7442,                 1.5701,                 1.7142,              0.0004918,              0.0004918,              0.0004918
                    157,                 1.5542,                 1.5252,                 1.5805,                0.62205,                0.59017,                0.61731,                0.33967,                 1.7562,                 1.5489,                 1.7144,              0.0004885,              0.0004885,              0.0004885
                    158,                 1.5494,                 1.5132,                 1.5883,                0.63642,                0.57052,                0.61808,                0.34091,                 1.7415,                 1.5532,                 1.7128,              0.0004852,              0.0004852,              0.0004852
                    159,                 1.5426,                 1.5189,                 1.5671,                0.62893,                0.58762,                 0.6196,                  0.338,                   1.74,                 1.5433,                 1.6969,              0.0004819,              0.0004819,              0.0004819
                    160,                 1.5379,                 1.5171,                 1.5724,                0.60756,                 0.5702,                0.60767,                0.33232,                 1.7468,                  1.559,                 1.7047,              0.0004786,              0.0004786,              0.0004786
                    161,                 1.5404,                   1.51,                 1.5645,                0.59486,                0.57129,                0.60023,                0.32948,                  1.737,                 1.5594,                 1.7055,              0.0004753,              0.0004753,              0.0004753
                    162,                 1.5333,                 1.4883,                 1.5623,                0.62378,                0.56218,                 0.6041,                0.33103,                 1.7472,                 1.5692,                 1.7179,               0.000472,               0.000472,               0.000472
                    163,                 1.5322,                 1.4896,                 1.5603,                 0.6215,                0.56985,                0.60862,                0.33678,                 1.7391,                 1.5497,                 1.7035,              0.0004687,              0.0004687,              0.0004687
                    164,                 1.5497,                 1.5066,                 1.5789,                0.62486,                0.57031,                0.61447,                0.34228,                 1.7539,                 1.5508,                 1.7187,              0.0004654,              0.0004654,              0.0004654
                    165,                 1.5428,                 1.5008,                 1.5795,                0.62624,                0.57279,                0.61323,                0.33715,                 1.7564,                 1.5395,                 1.7145,              0.0004621,              0.0004621,              0.0004621
                    166,                 1.5064,                 1.4615,                 1.5528,                0.63691,                0.58138,                0.61357,                 0.3369,                 1.7424,                 1.5223,                 1.7122,              0.0004588,              0.0004588,              0.0004588
                    167,                 1.5424,                  1.492,                 1.5751,                0.64195,                0.58308,                0.62045,                0.34669,                 1.7284,                 1.5188,                 1.6994,              0.0004555,              0.0004555,              0.0004555
                    168,                 1.5192,                 1.4974,                 1.5646,                0.63253,                 0.5736,                0.61582,                0.34195,                 1.7412,                 1.5432,                 1.6971,              0.0004522,              0.0004522,              0.0004522
                    169,                 1.5246,                 1.4882,                 1.5583,                0.64831,                0.58505,                0.62192,                0.34667,                 1.7326,                 1.5412,                 1.7047,              0.0004489,              0.0004489,              0.0004489
                    170,                 1.5245,                 1.4927,                 1.5687,                0.65788,                0.57146,                0.62414,                0.34528,                 1.7247,                 1.5348,                 1.7032,              0.0004456,              0.0004456,              0.0004456
                    171,                 1.5212,                 1.4647,                  1.551,                0.62612,                0.57355,                0.61622,                0.33879,                 1.7401,                 1.5336,                 1.7059,              0.0004423,              0.0004423,              0.0004423
                    172,                 1.5172,                 1.4942,                 1.5546,                 0.6387,                 0.5609,                0.61458,                0.34109,                 1.7371,                 1.5365,                 1.6954,               0.000439,               0.000439,               0.000439
                    173,                 1.5244,                 1.4624,                 1.5541,                0.63838,                 0.5878,                0.62048,                0.34377,                 1.7394,                 1.5271,                 1.6985,              0.0004357,              0.0004357,              0.0004357
                    174,                 1.5227,                 1.4669,                 1.5554,                0.64086,                0.57919,                0.61872,                 0.3466,                 1.7437,                 1.5339,                 1.7031,              0.0004324,              0.0004324,              0.0004324
                    175,                  1.502,                 1.4341,                 1.5378,                0.67324,                0.57282,                0.62722,                0.35029,                 1.7429,                 1.5347,                 1.7063,              0.0004291,              0.0004291,              0.0004291
                    176,                 1.5247,                 1.4708,                 1.5494,                 0.6607,                0.58837,                0.62755,                0.35414,                 1.7438,                 1.5126,                 1.7032,              0.0004258,              0.0004258,              0.0004258
                    177,                 1.5154,                 1.4448,                 1.5413,                0.64137,                0.59122,                0.62286,                0.34756,                 1.7279,                 1.5277,                 1.7014,              0.0004225,              0.0004225,              0.0004225
                    178,                 1.5038,                 1.4493,                 1.5399,                0.64904,                0.58902,                0.62183,                0.35146,                 1.7361,                 1.5206,                 1.7001,              0.0004192,              0.0004192,              0.0004192
                    179,                 1.4946,                   1.44,                 1.5399,                0.64661,                0.59848,                0.62546,                0.35358,                 1.7409,                 1.5115,                 1.7106,              0.0004159,              0.0004159,              0.0004159
                    180,                 1.4952,                 1.4433,                 1.5413,                0.62477,                0.59792,                0.62646,                0.34978,                 1.7451,                 1.5293,                 1.7146,              0.0004126,              0.0004126,              0.0004126
                    181,                 1.4945,                 1.4403,                 1.5493,                0.65202,                0.58167,                0.62565,                 0.3522,                  1.729,                  1.513,                 1.7055,              0.0004093,              0.0004093,              0.0004093
                    182,                 1.4748,                 1.4419,                 1.5432,                0.65161,                0.59555,                0.62207,                0.35332,                 1.7445,                 1.5062,                 1.7097,               0.000406,               0.000406,               0.000406
                    183,                   1.49,                 1.3965,                 1.5277,                0.62435,                0.59161,                0.62278,                0.35329,                  1.742,                 1.5186,                 1.7179,              0.0004027,              0.0004027,              0.0004027
                    184,                 1.4846,                 1.4297,                 1.5304,                0.62626,                0.59132,                 0.6162,                0.35093,                 1.7349,                 1.5115,                 1.7116,              0.0003994,              0.0003994,              0.0003994
                    185,                 1.4877,                 1.4181,                 1.5253,                0.61618,                0.60123,                0.61147,                0.34972,                 1.7409,                 1.5005,                 1.7078,              0.0003961,              0.0003961,              0.0003961
                    186,                 1.4917,                 1.4386,                 1.5324,                0.63444,                0.59919,                0.62257,                0.34807,                 1.7374,                 1.4969,                 1.7079,              0.0003928,              0.0003928,              0.0003928
                    187,                 1.4851,                  1.408,                 1.5319,                0.62499,                0.60102,                0.62362,                0.35025,                 1.7354,                  1.499,                 1.7028,              0.0003895,              0.0003895,              0.0003895
                    188,                 1.4864,                 1.4329,                 1.5406,                0.66747,                 0.5843,                 0.6253,                0.34753,                  1.745,                 1.5058,                 1.7178,              0.0003862,              0.0003862,              0.0003862
                    189,                 1.4724,                 1.4233,                  1.527,                0.65416,                0.59429,                0.62553,                0.35231,                   1.74,                 1.4923,                 1.7051,              0.0003829,              0.0003829,              0.0003829
                    190,                 1.4892,                  1.393,                 1.5203,                0.63358,                0.58169,                0.61892,                 0.3505,                 1.7406,                  1.503,                 1.7066,              0.0003796,              0.0003796,              0.0003796
                    191,                  1.494,                 1.4366,                  1.541,                0.63228,                 0.5957,                0.62006,                 0.3538,                 1.7415,                 1.4864,                 1.7078,              0.0003763,              0.0003763,              0.0003763
                    192,                 1.4816,                 1.4103,                 1.5317,                0.66694,                0.58121,                0.63119,                 0.3551,                 1.7381,                 1.4903,                 1.7132,               0.000373,               0.000373,               0.000373
                    193,                  1.502,                 1.3971,                 1.5286,                0.66056,                0.57854,                  0.629,                0.35323,                 1.7366,                 1.4946,                 1.7114,              0.0003697,              0.0003697,              0.0003697
                    194,                  1.491,                 1.4195,                 1.5292,                0.64285,                0.58366,                0.61685,                0.35567,                 1.7171,                  1.493,                  1.693,              0.0003664,              0.0003664,              0.0003664
                    195,                  1.472,                 1.4046,                 1.5069,                0.64145,                 0.5906,                0.62425,                 0.3581,                 1.7228,                 1.5045,                 1.6939,              0.0003631,              0.0003631,              0.0003631
                    196,                 1.4975,                  1.415,                 1.5246,                0.64918,                0.58381,                0.62419,                0.35525,                 1.7207,                 1.5025,                 1.6945,              0.0003598,              0.0003598,              0.0003598
                    197,                 1.4858,                 1.4163,                 1.5447,                0.64678,                0.59593,                0.62534,                0.35648,                 1.7156,                 1.4926,                 1.6909,              0.0003565,              0.0003565,              0.0003565
                    198,                 1.4715,                 1.3973,                 1.5202,                 0.6343,                0.59746,                0.62572,                0.35945,                   1.72,                 1.4892,                 1.6958,              0.0003532,              0.0003532,              0.0003532
                    199,                 1.4793,                 1.3825,                 1.5103,                0.61861,                0.60671,                 0.6248,                0.35555,                 1.7233,                 1.4963,                 1.6929,              0.0003499,              0.0003499,              0.0003499
                    200,                 1.4627,                 1.3781,                 1.5248,                0.61768,                0.59595,                0.62658,                0.35595,                 1.7215,                 1.4881,                 1.6947,              0.0003466,              0.0003466,              0.0003466
                    201,                 1.4657,                 1.3932,                 1.5234,                0.65211,                0.58668,                0.62932,                0.35466,                 1.7236,                 1.4785,                 1.7021,              0.0003433,              0.0003433,              0.0003433
                    202,                 1.4571,                 1.3828,                 1.5109,                0.65177,                0.58316,                0.62789,                0.35791,                 1.7142,                 1.4766,                 1.6919,                0.00034,                0.00034,                0.00034
                    203,                  1.466,                 1.3605,                 1.5074,                0.65092,                0.59003,                0.63131,                0.36139,                 1.7262,                 1.4766,                 1.6958,              0.0003367,              0.0003367,              0.0003367
                    204,                 1.4567,                 1.3767,                 1.4991,                0.64584,                0.58277,                0.62769,                0.36092,                 1.7264,                 1.4818,                 1.7009,              0.0003334,              0.0003334,              0.0003334
                    205,                 1.4608,                 1.3837,                 1.5024,                0.63527,                0.59458,                0.62617,                0.35913,                 1.7134,                 1.4866,                 1.6962,              0.0003301,              0.0003301,              0.0003301
                    206,                 1.4569,                 1.3752,                 1.5036,                0.64567,                0.58431,                0.62206,                0.36088,                 1.7115,                 1.4779,                 1.6905,              0.0003268,              0.0003268,              0.0003268
                    207,                 1.4442,                 1.3578,                 1.4969,                0.63452,                0.61722,                0.63538,                0.36347,                 1.7216,                  1.492,                 1.7008,              0.0003235,              0.0003235,              0.0003235
                    208,                 1.4653,                 1.3613,                 1.5118,                0.65166,                0.59456,                0.62996,                0.36138,                 1.7191,                 1.4874,                 1.6986,              0.0003202,              0.0003202,              0.0003202
                    209,                 1.4508,                 1.3647,                 1.5111,                 0.6629,                0.58938,                 0.6321,                0.36193,                 1.7305,                 1.4866,                 1.7063,              0.0003169,              0.0003169,              0.0003169
                    210,                 1.4467,                 1.3684,                 1.5008,                0.64562,                0.59838,                 0.6326,                0.36376,                 1.7183,                 1.4979,                  1.696,              0.0003136,              0.0003136,              0.0003136
                    211,                 1.4489,                 1.3689,                 1.5007,                0.65745,                0.59206,                0.63207,                0.36375,                 1.7111,                 1.4922,                 1.6917,              0.0003103,              0.0003103,              0.0003103
                    212,                 1.4521,                 1.3574,                 1.4971,                0.67392,                0.58947,                 0.6319,                0.36477,                  1.714,                 1.4952,                 1.6962,               0.000307,               0.000307,               0.000307
                    213,                 1.4515,                 1.3458,                 1.4945,                0.65699,                0.59915,                 0.6364,                0.36306,                 1.7051,                 1.4886,                 1.6893,              0.0003037,              0.0003037,              0.0003037
                    214,                 1.4352,                 1.3528,                 1.4913,                0.66402,                 0.5981,                0.63346,                0.36369,                 1.7068,                 1.4893,                 1.6928,              0.0003004,              0.0003004,              0.0003004
                    215,                 1.4539,                 1.3436,                 1.5005,                0.66449,                0.59515,                0.63946,                0.36721,                 1.7073,                 1.4761,                 1.6932,              0.0002971,              0.0002971,              0.0002971
                    216,                 1.4606,                 1.3601,                  1.491,                0.67747,                0.58812,                 0.6412,                 0.3696,                 1.6903,                 1.4677,                 1.6808,              0.0002938,              0.0002938,              0.0002938
                    217,                 1.4419,                 1.3329,                 1.4945,                0.67762,                0.58468,                0.64245,                0.37102,                 1.6889,                  1.466,                 1.6746,              0.0002905,              0.0002905,              0.0002905
                    218,                 1.4311,                 1.3502,                 1.4944,                0.67569,                0.59235,                0.63845,                0.37027,                 1.6919,                 1.4697,                 1.6716,              0.0002872,              0.0002872,              0.0002872
                    219,                 1.4299,                 1.3128,                 1.4736,                0.64884,                0.60103,                 0.6325,                0.36693,                 1.7013,                 1.4693,                 1.6765,              0.0002839,              0.0002839,              0.0002839
                    220,                 1.4431,                 1.3561,                 1.4871,                0.65121,                0.61379,                0.63815,                0.36808,                 1.7061,                 1.4633,                 1.6797,              0.0002806,              0.0002806,              0.0002806
                    221,                  1.423,                 1.3256,                 1.4718,                0.63848,                0.61443,                0.63686,                0.37106,                 1.7059,                 1.4524,                 1.6866,              0.0002773,              0.0002773,              0.0002773
                    222,                 1.4261,                 1.3115,                 1.4711,                0.65043,                0.60709,                0.64129,                0.37403,                  1.705,                 1.4435,                 1.6833,               0.000274,               0.000274,               0.000274
                    223,                 1.4311,                 1.3096,                 1.4835,                0.66921,                0.60866,                0.64535,                0.37133,                 1.6949,                 1.4535,                 1.6747,              0.0002707,              0.0002707,              0.0002707
                    224,                 1.4469,                 1.3424,                 1.4883,                0.66456,                 0.6004,                0.64231,                 0.3708,                 1.6984,                 1.4616,                 1.6769,              0.0002674,              0.0002674,              0.0002674
                    225,                 1.4317,                 1.3247,                 1.4843,                 0.6661,                0.60193,                0.63785,                0.36996,                 1.6962,                  1.467,                 1.6822,              0.0002641,              0.0002641,              0.0002641
                    226,                  1.438,                 1.3199,                 1.4794,                 0.6469,                0.60893,                0.64104,                0.36859,                 1.7082,                 1.4636,                  1.688,              0.0002608,              0.0002608,              0.0002608
                    227,                 1.4196,                 1.3183,                 1.4746,                 0.6326,                0.61602,                 0.6399,                0.37338,                 1.6968,                 1.4604,                 1.6836,              0.0002575,              0.0002575,              0.0002575
                    228,                 1.4091,                 1.2956,                  1.477,                0.64642,                0.60918,                0.64099,                0.37502,                 1.6853,                 1.4477,                 1.6758,              0.0002542,              0.0002542,              0.0002542
                    229,                 1.4271,                 1.3142,                 1.4839,                0.65078,                0.61674,                0.64319,                0.37709,                 1.6853,                 1.4491,                 1.6722,              0.0002509,              0.0002509,              0.0002509
                    230,                 1.4184,                 1.3171,                  1.478,                0.66037,                0.60295,                0.64322,                0.37393,                 1.6906,                 1.4563,                 1.6775,              0.0002476,              0.0002476,              0.0002476
                    231,                 1.4072,                 1.3004,                 1.4767,                0.67245,                0.58702,                0.63683,                 0.3739,                 1.6943,                 1.4453,                 1.6845,              0.0002443,              0.0002443,              0.0002443
                    232,                 1.4045,                 1.2996,                 1.4639,                0.65362,                0.60299,                0.64036,                 0.3765,                 1.6904,                 1.4404,                 1.6832,               0.000241,               0.000241,               0.000241
                    233,                 1.4188,                 1.3164,                  1.472,                0.65521,                0.60175,                0.64073,                0.37435,                 1.6936,                 1.4475,                 1.6878,              0.0002377,              0.0002377,              0.0002377
                    234,                 1.4176,                 1.2941,                 1.4619,                0.65727,                0.60758,                0.64354,                0.37419,                 1.6952,                 1.4492,                 1.6915,              0.0002344,              0.0002344,              0.0002344
                    235,                 1.4245,                 1.3135,                 1.4875,                0.65073,                0.61186,                0.64252,                0.37738,                 1.6902,                  1.446,                 1.6865,              0.0002311,              0.0002311,              0.0002311
                    236,                 1.4148,                 1.3158,                   1.48,                0.66961,                0.60174,                0.63987,                0.37698,                 1.6968,                 1.4398,                 1.6921,              0.0002278,              0.0002278,              0.0002278
                    237,                 1.3978,                 1.2861,                 1.4581,                0.65919,                0.59971,                0.63534,                0.37703,                 1.6995,                 1.4437,                 1.6942,              0.0002245,              0.0002245,              0.0002245
                    238,                 1.4016,                 1.2777,                 1.4546,                0.65826,                0.61233,                0.64084,                 0.3783,                 1.7017,                 1.4331,                 1.6894,              0.0002212,              0.0002212,              0.0002212
                    239,                 1.3932,                 1.2896,                 1.4645,                0.66618,                0.60296,                0.64452,                0.37952,                 1.6919,                 1.4284,                 1.6774,              0.0002179,              0.0002179,              0.0002179
                    240,                 1.4043,                 1.2994,                 1.4559,                0.67869,                 0.6039,                0.64365,                0.37913,                 1.6873,                  1.437,                 1.6718,              0.0002146,              0.0002146,              0.0002146
                    241,                 1.4148,                 1.2932,                  1.468,                0.66922,                0.60076,                0.63976,                0.37922,                 1.6887,                 1.4314,                 1.6696,              0.0002113,              0.0002113,              0.0002113
                    242,                 1.3932,                 1.2921,                 1.4664,                0.66366,                0.60293,                0.63881,                0.37638,                 1.6884,                 1.4258,                 1.6722,               0.000208,               0.000208,               0.000208
                    243,                  1.385,                 1.2605,                 1.4561,                0.66844,                0.59638,                0.64068,                0.37897,                 1.6887,                 1.4257,                 1.6783,              0.0002047,              0.0002047,              0.0002047
                    244,                  1.394,                 1.2882,                 1.4601,                0.67178,                0.59747,                0.64239,                0.37777,                 1.6904,                 1.4327,                 1.6807,              0.0002014,              0.0002014,              0.0002014
                    245,                 1.3926,                 1.2638,                 1.4549,                0.66165,                0.59706,                0.64491,                0.38075,                 1.6886,                 1.4281,                 1.6776,              0.0001981,              0.0001981,              0.0001981
                    246,                 1.4029,                 1.2611,                   1.46,                0.67759,                0.58308,                0.64417,                0.38009,                 1.6851,                 1.4211,                 1.6732,              0.0001948,              0.0001948,              0.0001948
                    247,                 1.3776,                 1.2478,                 1.4438,                0.66088,                0.60111,                0.64586,                0.37937,                 1.6857,                 1.4157,                 1.6724,              0.0001915,              0.0001915,              0.0001915
                    248,                 1.3799,                  1.263,                 1.4476,                0.66828,                 0.5987,                0.64426,                0.37838,                 1.6888,                 1.4247,                  1.675,              0.0001882,              0.0001882,              0.0001882
                    249,                 1.3818,                 1.2712,                 1.4477,                0.67714,                0.60366,                0.64388,                0.37961,                 1.6851,                 1.4336,                 1.6753,              0.0001849,              0.0001849,              0.0001849
                    250,                 1.3942,                 1.2522,                 1.4556,                0.69892,                 0.5949,                0.64549,                0.38003,                 1.6828,                 1.4295,                 1.6741,              0.0001816,              0.0001816,              0.0001816
                    251,                 1.3695,                 1.2481,                 1.4394,                0.68485,                0.60303,                0.64499,                0.38173,                 1.6842,                 1.4252,                 1.6721,              0.0001783,              0.0001783,              0.0001783
                    252,                 1.3791,                 1.2528,                 1.4379,                0.65842,                 0.6081,                0.64118,                0.38089,                 1.6799,                 1.4216,                 1.6716,               0.000175,               0.000175,               0.000175
                    253,                 1.3849,                 1.2695,                 1.4465,                0.67359,                 0.6034,                0.64297,                0.38291,                 1.6828,                 1.4189,                 1.6716,              0.0001717,              0.0001717,              0.0001717
                    254,                 1.3781,                 1.2642,                 1.4454,                0.65688,                 0.6052,                0.64027,                0.38301,                 1.6845,                 1.4174,                 1.6762,              0.0001684,              0.0001684,              0.0001684
                    255,                 1.3636,                 1.2202,                 1.4336,                0.66698,                 0.5988,                0.64094,                0.38383,                 1.6851,                 1.4145,                 1.6774,              0.0001651,              0.0001651,              0.0001651
                    256,                  1.372,                 1.2574,                 1.4377,                0.65049,                0.61559,                0.64054,                0.38191,                 1.6796,                 1.4096,                 1.6726,              0.0001618,              0.0001618,              0.0001618
                    257,                 1.3651,                 1.2491,                  1.433,                0.66029,                0.61724,                0.64168,                0.38157,                 1.6818,                 1.4154,                 1.6729,              0.0001585,              0.0001585,              0.0001585
                    258,                 1.3643,                 1.2556,                  1.445,                0.66508,                0.60412,                0.64145,                0.38117,                 1.6844,                 1.4183,                  1.674,              0.0001552,              0.0001552,              0.0001552
                    259,                 1.3691,                 1.2352,                 1.4328,                0.66077,                0.60395,                0.64087,                0.38103,                 1.6857,                 1.4129,                 1.6763,              0.0001519,              0.0001519,              0.0001519
                    260,                 1.3805,                 1.2279,                 1.4337,                0.66576,                 0.6068,                0.64509,                0.38422,                 1.6864,                 1.4142,                 1.6755,              0.0001486,              0.0001486,              0.0001486
                    261,                 1.3639,                   1.24,                 1.4338,                   0.66,                0.60369,                0.64154,                0.38491,                 1.6825,                 1.4099,                 1.6756,              0.0001453,              0.0001453,              0.0001453
                    262,                  1.363,                 1.2271,                 1.4249,                0.67855,                0.59885,                0.64303,                0.38402,                 1.6819,                 1.4097,                 1.6759,               0.000142,               0.000142,               0.000142
                    263,                 1.3635,                 1.2374,                 1.4309,                0.66454,                0.60994,                0.64454,                0.38274,                 1.6832,                 1.4094,                 1.6774,              0.0001387,              0.0001387,              0.0001387
                    264,                 1.3639,                 1.2402,                   1.44,                0.67153,                 0.6061,                0.64204,                0.38404,                 1.6863,                 1.4103,                 1.6779,              0.0001354,              0.0001354,              0.0001354
                    265,                 1.3583,                 1.2214,                 1.4301,                0.68821,                0.60014,                0.64234,                0.38451,                 1.6898,                 1.4083,                 1.6786,              0.0001321,              0.0001321,              0.0001321
                    266,                  1.353,                  1.216,                 1.4311,                0.70213,                0.59212,                 0.6421,                0.38418,                 1.6873,                  1.405,                 1.6771,              0.0001288,              0.0001288,              0.0001288
                    267,                 1.3738,                 1.2386,                 1.4268,                0.69299,                0.59813,                0.64574,                0.38469,                 1.6893,                 1.4104,                 1.6765,              0.0001255,              0.0001255,              0.0001255
                    268,                 1.3727,                 1.2542,                 1.4414,                0.67742,                0.60226,                0.64455,                0.38512,                  1.687,                 1.4055,                 1.6763,              0.0001222,              0.0001222,              0.0001222
                    269,                 1.3504,                 1.2268,                 1.4191,                0.69552,                0.59282,                0.64514,                0.38586,                 1.6829,                 1.4023,                 1.6739,              0.0001189,              0.0001189,              0.0001189
                    270,                 1.3598,                 1.2194,                 1.4225,                0.69393,                0.59281,                0.64483,                0.38856,                 1.6826,                 1.4044,                 1.6745,              0.0001156,              0.0001156,              0.0001156
                    271,                 1.3747,                 1.2259,                 1.4331,                0.66712,                0.61107,                0.64568,                0.38618,                 1.6823,                  1.405,                 1.6732,              0.0001123,              0.0001123,              0.0001123
                    272,                 1.3522,                 1.2343,                 1.4271,                0.66648,                0.61314,                0.64483,                 0.3852,                 1.6837,                 1.4084,                 1.6741,               0.000109,               0.000109,               0.000109
                    273,                 1.3459,                 1.2157,                 1.4287,                0.66069,                0.61463,                0.64598,                0.38571,                 1.6791,                  1.405,                 1.6721,              0.0001057,              0.0001057,              0.0001057
                    274,                 1.3524,                 1.2085,                 1.4175,                0.66887,                0.61081,                0.64423,                0.38474,                 1.6807,                 1.4095,                 1.6731,              0.0001024,              0.0001024,              0.0001024
                    275,                 1.3494,                 1.2313,                 1.4292,                0.66816,                0.61374,                0.64372,                0.38369,                 1.6836,                 1.4101,                 1.6754,               9.91e-05,               9.91e-05,               9.91e-05
                    276,                 1.3346,                 1.2032,                 1.4186,                0.66034,                 0.6159,                 0.6458,                0.38488,                 1.6813,                 1.4055,                  1.676,               9.58e-05,               9.58e-05,               9.58e-05
                    277,                 1.3708,                 1.2381,                 1.4367,                0.66769,                  0.616,                0.64385,                0.38432,                 1.6802,                 1.4038,                 1.6755,               9.25e-05,               9.25e-05,               9.25e-05
                    278,                 1.3309,                 1.2059,                 1.4083,                 0.6583,                0.62105,                0.64493,                0.38466,                 1.6795,                 1.4045,                 1.6743,               8.92e-05,               8.92e-05,               8.92e-05
                    279,                 1.3411,                 1.1983,                 1.4125,                0.66733,                0.61831,                0.64411,                0.38728,                 1.6764,                 1.4092,                 1.6721,               8.59e-05,               8.59e-05,               8.59e-05
                    280,                 1.3308,                 1.2136,                 1.4105,                0.68968,                0.60067,                0.64321,                0.38587,                  1.673,                 1.4076,                 1.6694,               8.26e-05,               8.26e-05,               8.26e-05
                    281,                 1.3436,                 1.2323,                 1.4233,                0.69203,                0.60952,                0.64493,                0.38701,                 1.6708,                  1.404,                 1.6667,               7.93e-05,               7.93e-05,               7.93e-05
                    282,                   1.31,                  1.169,                 1.3969,                0.70173,                0.60931,                0.64938,                0.38789,                 1.6674,                 1.4038,                 1.6635,                7.6e-05,                7.6e-05,                7.6e-05
                    283,                 1.3533,                 1.2092,                 1.4163,                0.69868,                0.60298,                0.64574,                0.38853,                 1.6675,                 1.4055,                 1.6644,               7.27e-05,               7.27e-05,               7.27e-05
                    284,                 1.3462,                 1.2268,                 1.4166,                0.68684,                 0.6028,                0.64635,                0.38821,                 1.6688,                 1.4076,                  1.665,               6.94e-05,               6.94e-05,               6.94e-05
                    285,                 1.3285,                 1.1883,                 1.4119,                0.69853,                 0.6008,                0.64779,                0.38926,                 1.6693,                 1.4066,                 1.6642,               6.61e-05,               6.61e-05,               6.61e-05
                    286,                 1.3397,                 1.2214,                 1.4176,                0.70754,                0.59776,                0.64915,                   0.39,                 1.6733,                 1.4056,                 1.6661,               6.28e-05,               6.28e-05,               6.28e-05
                    287,                 1.3408,                 1.2066,                 1.4142,                0.69035,                0.60042,                0.64741,                0.39066,                 1.6735,                 1.4054,                 1.6665,               5.95e-05,               5.95e-05,               5.95e-05
                    288,                 1.3453,                 1.2037,                 1.4165,                0.68098,                0.60963,                0.64793,                0.39053,                  1.673,                 1.4078,                 1.6672,               5.62e-05,               5.62e-05,               5.62e-05
                    289,                 1.3452,                  1.217,                 1.4192,                0.67482,                0.61169,                0.64769,                0.39043,                 1.6736,                 1.4059,                 1.6678,               5.29e-05,               5.29e-05,               5.29e-05
                    290,                 1.3275,                 1.1874,                 1.4074,                0.68768,                0.60853,                0.65013,                0.39012,                 1.6759,                 1.4011,                 1.6712,               4.96e-05,               4.96e-05,               4.96e-05
